"","year","party_id","freq","x","party_ratio"
"1",1952,"1: Strong Democrat",392,1689,0.232089994079337
"2",1952,"7: Strong Republican",241,1689,0.142687981053878
"3",1952,"5: Independent - Republican",128,1689,0.0757844878626406
"4",1952,"2: Weak Democrat",435,1689,0.257548845470693
"5",1952,"6: Weak Republican",237,1689,0.140319715808171
"6",1952,"3: Independent - Democrat",173,1689,0.10242747187685
"7",1952,"4: Independent",83,1689,0.049141503848431
"8",1954,"7: Strong Republican",146,1088,0.134191176470588
"9",1954,"2: Weak Democrat",288,1088,0.264705882352941
"10",1954,"6: Weak Republican",159,1088,0.146139705882353
"11",1954,"3: Independent - Democrat",97,1088,0.0891544117647059
"12",1954,"5: Independent - Republican",68,1088,0.0625
"13",1954,"4: Independent",82,1088,0.0753676470588235
"14",1954,"1: Strong Democrat",248,1088,0.227941176470588
"15",1956,"4: Independent",155,1690,0.0917159763313609
"16",1956,"1: Strong Democrat",364,1690,0.215384615384615
"17",1956,"7: Strong Republican",262,1690,0.155029585798817
"18",1956,"5: Independent - Republican",146,1690,0.0863905325443787
"19",1956,"2: Weak Democrat",402,1690,0.237869822485207
"20",1956,"6: Weak Republican",250,1690,0.14792899408284
"21",1956,"3: Independent - Democrat",111,1690,0.0656804733727811
"22",1958,"7: Strong Republican",204,1737,0.117443868739206
"23",1958,"5: Independent - Republican",94,1737,0.0541162924582614
"24",1958,"2: Weak Democrat",405,1737,0.233160621761658
"25",1958,"6: Weak Republican",298,1737,0.171560161197467
"26",1958,"3: Independent - Democrat",125,1737,0.0719631548647093
"27",1958,"4: Independent",131,1737,0.0754173862982153
"28",1958,"1: Strong Democrat",480,1737,0.276338514680484
"29",1960,"3: Independent - Democrat",121,1864,0.0649141630901287
"30",1960,"4: Independent",188,1864,0.100858369098712
"31",1960,"1: Strong Democrat",389,1864,0.208690987124464
"32",1960,"6: Weak Republican",263,1864,0.141094420600858
"33",1960,"7: Strong Republican",299,1864,0.160407725321888
"34",1960,"2: Weak Democrat",476,1864,0.255364806866953
"35",1960,"5: Independent - Republican",128,1864,0.0686695278969957
"36",1962,"2: Weak Democrat",300,1237,0.242522231204527
"37",1962,"1: Strong Democrat",297,1237,0.240097008892482
"38",1962,"5: Independent - Republican",80,1237,0.0646725949878739
"39",1962,"4: Independent",100,1237,0.0808407437348424
"40",1962,"3: Independent - Democrat",93,1237,0.0751818916734034
"41",1962,"7: Strong Republican",158,1237,0.127728375101051
"42",1962,"6: Weak Republican",209,1237,0.168957154405821
"43",1964,"2: Weak Democrat",385,1536,0.250651041666667
"44",1964,"3: Independent - Democrat",144,1536,0.09375
"45",1964,"4: Independent",121,1536,0.0787760416666667
"46",1964,"1: Strong Democrat",417,1536,0.271484375
"47",1964,"5: Independent - Republican",88,1536,0.0572916666666667
"48",1964,"7: Strong Republican",171,1536,0.111328125
"49",1964,"6: Weak Republican",210,1536,0.13671875
"50",1966,"7: Strong Republican",123,1263,0.0973871733966746
"51",1966,"6: Weak Republican",194,1263,0.15360253365004
"52",1966,"3: Independent - Democrat",115,1263,0.0910530482977039
"53",1966,"2: Weak Democrat",354,1263,0.280285035629454
"54",1966,"5: Independent - Republican",90,1263,0.0712589073634204
"55",1966,"4: Independent",157,1263,0.1243072050673
"56",1966,"1: Strong Democrat",230,1263,0.182106096595408
"57",1968,"7: Strong Republican",149,1531,0.0973220117570216
"58",1968,"3: Independent - Democrat",153,1531,0.0999346832135859
"59",1968,"2: Weak Democrat",394,1531,0.257348138471587
"60",1968,"5: Independent - Republican",135,1531,0.0881776616590464
"61",1968,"4: Independent",163,1531,0.106466361854997
"62",1968,"1: Strong Democrat",311,1531,0.203135205747877
"63",1968,"6: Weak Republican",226,1531,0.147615937295885
"64",1970,"1: Strong Democrat",298,1490,0.2
"65",1970,"7: Strong Republican",138,1490,0.0926174496644295
"66",1970,"6: Weak Republican",230,1490,0.154362416107383
"67",1970,"3: Independent - Democrat",156,1490,0.104697986577181
"68",1970,"2: Weak Democrat",357,1490,0.239597315436242
"69",1970,"5: Independent - Republican",117,1490,0.0785234899328859
"70",1970,"4: Independent",194,1490,0.130201342281879
"71",1972,"7: Strong Republican",278,2695,0.103153988868275
"72",1972,"3: Independent - Democrat",299,2695,0.110946196660482
"73",1972,"2: Weak Democrat",685,2695,0.25417439703154
"74",1972,"5: Independent - Republican",282,2695,0.104638218923933
"75",1972,"4: Independent",400,2695,0.148423005565863
"76",1972,"6: Weak Republican",354,2695,0.131354359925789
"77",1972,"1: Strong Democrat",397,2695,0.147309833024119
"78",1974,"1: Strong Democrat",439,2492,0.176163723916533
"79",1974,"6: Weak Republican",342,2492,0.137239165329053
"80",1974,"7: Strong Republican",205,2492,0.0822632423756019
"81",1974,"2: Weak Democrat",516,2492,0.207062600321027
"82",1974,"4: Independent",445,2492,0.178571428571429
"83",1974,"3: Independent - Democrat",331,2492,0.132825040128411
"84",1974,"5: Independent - Republican",214,2492,0.0858747993579454
"85",1976,"1: Strong Democrat",506,3447,0.146794313896142
"86",1976,"3: Independent - Democrat",413,3447,0.119814331302582
"87",1976,"2: Weak Democrat",857,3447,0.24862199013635
"88",1976,"4: Independent",554,3447,0.160719466202495
"89",1976,"5: Independent - Republican",336,3447,0.0974760661444735
"90",1976,"7: Strong Republican",301,3447,0.0873223092544241
"91",1976,"6: Weak Republican",480,3447,0.139251523063533
"92",1978,"2: Weak Democrat",546,2269,0.24063464081093
"93",1978,"1: Strong Democrat",340,2269,0.149845747025121
"94",1978,"5: Independent - Republican",217,2269,0.0956368444248568
"95",1978,"7: Strong Republican",178,2269,0.0784486557955046
"96",1978,"4: Independent",371,2269,0.163508153371529
"97",1978,"6: Weak Republican",289,2269,0.127368884971353
"98",1978,"3: Independent - Democrat",328,2269,0.144557073600705
"99",1980,"7: Strong Republican",137,1612,0.0849875930521092
"100",1980,"3: Independent - Democrat",184,1612,0.114143920595533
"101",1980,"2: Weak Democrat",371,1612,0.23014888337469
"102",1980,"4: Independent",243,1612,0.150744416873449
"103",1980,"6: Weak Republican",225,1612,0.139578163771712
"104",1980,"5: Independent - Republican",166,1612,0.102977667493797
"105",1980,"1: Strong Democrat",286,1612,0.17741935483871
"106",1982,"5: Independent - Republican",112,1403,0.0798289379900214
"107",1982,"2: Weak Democrat",335,1403,0.238774055595153
"108",1982,"4: Independent",183,1403,0.130434782608696
"109",1982,"1: Strong Democrat",284,1403,0.202423378474697
"110",1982,"3: Independent - Democrat",155,1403,0.11047754811119
"111",1982,"7: Strong Republican",135,1403,0.0962223806129722
"112",1982,"6: Weak Republican",199,1403,0.14183891660727
"113",1984,"2: Weak Democrat",444,2228,0.199281867145422
"114",1984,"1: Strong Democrat",379,2228,0.170107719928187
"115",1984,"3: Independent - Democrat",242,2228,0.108617594254937
"116",1984,"4: Independent",280,2228,0.125673249551167
"117",1984,"6: Weak Republican",329,2228,0.147666068222621
"118",1984,"5: Independent - Republican",277,2228,0.124326750448833
"119",1984,"7: Strong Republican",277,2228,0.124326750448833
"120",1986,"3: Independent - Democrat",226,2157,0.10477515067223
"121",1986,"5: Independent - Republican",234,2157,0.108484005563282
"122",1986,"4: Independent",294,2157,0.136300417246175
"123",1986,"6: Weak Republican",314,2157,0.145572554473806
"124",1986,"1: Strong Democrat",389,2157,0.180343069077422
"125",1986,"2: Weak Democrat",473,2157,0.219286045433472
"126",1986,"7: Strong Republican",227,2157,0.105238757533611
"127",1988,"7: Strong Republican",279,2026,0.137709772951629
"128",1988,"2: Weak Democrat",359,2026,0.177196446199408
"129",1988,"4: Independent",243,2026,0.119940769990128
"130",1988,"3: Independent - Democrat",240,2026,0.118460019743337
"131",1988,"6: Weak Republican",280,2026,0.138203356367226
"132",1988,"5: Independent - Republican",270,2026,0.133267522211254
"133",1988,"1: Strong Democrat",355,2026,0.175222112537019
"134",1990,"4: Independent",236,1965,0.120101781170483
"135",1990,"3: Independent - Democrat",245,1965,0.124681933842239
"136",1990,"6: Weak Republican",293,1965,0.14910941475827
"137",1990,"5: Independent - Republican",233,1965,0.118575063613232
"138",1990,"2: Weak Democrat",376,1965,0.191348600508906
"139",1990,"1: Strong Democrat",393,1965,0.2
"140",1990,"7: Strong Republican",189,1965,0.0961832061068702
"141",1992,"2: Weak Democrat",431,2470,0.174493927125506
"142",1992,"7: Strong Republican",275,2470,0.111336032388664
"143",1992,"4: Independent",315,2470,0.12753036437247
"144",1992,"3: Independent - Democrat",353,2470,0.142914979757085
"145",1992,"6: Weak Republican",347,2470,0.140485829959514
"146",1992,"5: Independent - Republican",305,2470,0.123481781376518
"147",1992,"1: Strong Democrat",444,2470,0.179757085020243
"148",1994,"7: Strong Republican",276,1784,0.154708520179372
"149",1994,"4: Independent",205,1784,0.114910313901345
"150",1994,"3: Independent - Democrat",237,1784,0.132847533632287
"151",1994,"6: Weak Republican",258,1784,0.144618834080717
"152",1994,"5: Independent - Republican",205,1784,0.114910313901345
"153",1994,"2: Weak Democrat",333,1784,0.186659192825112
"154",1994,"1: Strong Democrat",270,1784,0.151345291479821
"155",1996,"2: Weak Democrat",328,1734,0.189158016147636
"156",1996,"1: Strong Democrat",320,1734,0.184544405997693
"157",1996,"3: Independent - Democrat",246,1734,0.141868512110727
"158",1996,"7: Strong Republican",203,1734,0.117070357554787
"159",1996,"4: Independent",174,1734,0.100346020761246
"160",1996,"5: Independent - Republican",209,1734,0.120530565167243
"161",1996,"6: Weak Republican",254,1734,0.146482122260669
"162",1998,"2: Weak Democrat",245,1299,0.18860662047729
"163",1998,"1: Strong Democrat",253,1299,0.194765204003079
"164",1998,"5: Independent - Republican",136,1299,0.104695919938414
"165",1998,"4: Independent",152,1299,0.117013086989992
"166",1998,"3: Independent - Democrat",178,1299,0.137028483448807
"167",1998,"7: Strong Republican",133,1299,0.102386451116243
"168",1998,"6: Weak Republican",202,1299,0.155504234026174
"169",2000,"3: Independent - Democrat",278,1821,0.152663371773751
"170",2000,"6: Weak Republican",213,1821,0.116968698517298
"171",2000,"1: Strong Democrat",354,1821,0.194398682042834
"172",2000,"2: Weak Democrat",273,1821,0.1499176276771
"173",2000,"7: Strong Republican",228,1821,0.125205930807249
"174",2000,"4: Independent",241,1821,0.132344865458539
"175",2000,"5: Independent - Republican",234,1821,0.128500823723229
"176",2002,"7: Strong Republican",225,1488,0.151209677419355
"177",2002,"4: Independent",109,1488,0.073252688172043
"178",2002,"5: Independent - Republican",193,1488,0.129704301075269
"179",2002,"2: Weak Democrat",246,1488,0.165322580645161
"180",2002,"6: Weak Republican",239,1488,0.160618279569892
"181",2002,"3: Independent - Democrat",229,1488,0.153897849462366
"182",2002,"1: Strong Democrat",247,1488,0.165994623655914
"183",2004,"5: Independent - Republican",146,1210,0.120661157024793
"184",2004,"2: Weak Democrat",184,1210,0.152066115702479
"185",2004,"6: Weak Republican",144,1210,0.11900826446281
"186",2004,"3: Independent - Democrat",214,1210,0.176859504132231
"187",2004,"1: Strong Democrat",203,1210,0.167768595041322
"188",2004,"7: Strong Republican",201,1210,0.166115702479339
"189",2004,"4: Independent",118,1210,0.0975206611570248
"190",2008,"7: Strong Republican",303,2211,0.137042062415197
"191",2008,"4: Independent",251,2211,0.11352329262777
"192",2008,"3: Independent - Democrat",379,2211,0.171415649027589
"193",2008,"5: Independent - Republican",264,2211,0.119402985074627
"194",2008,"2: Weak Democrat",323,2211,0.146087743102668
"195",2008,"6: Weak Republican",283,2211,0.127996381727725
"196",2008,"1: Strong Democrat",408,2211,0.184531886024423
"197",2012,"4: Independent",820,5593,0.146611836223851
"198",2012,"5: Independent - Republican",687,5593,0.122832111568031
"199",2012,"2: Weak Democrat",838,5593,0.149830144823887
"200",2012,"6: Weak Republican",715,5593,0.127838369390309
"201",2012,"3: Independent - Democrat",637,5593,0.113892365456821
"202",2012,"1: Strong Democrat",1053,5593,0.188271053102092
"203",2012,"7: Strong Republican",843,5593,0.150724119435008
